sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
223476,Markus Brændsrød,18,172,61,Norway,Vålerenga Fotball,57,68,0,0,Right,2,Medium/Medium,Lean,,SUB
223506,Théo Pierrot,20,185,80,France,FC Metz,57,68,0,0,Right,2,Low/Medium,Lean,,RES
224197,Joeri Poelmans,18,180,75,Belgium,Lierse SK,57,68,0,0,Left,2,Medium/Medium,Normal,,RES
224214,Robin Leemans,21,188,74,Belgium,Sporting de Charleroi,57,68,0,0,Right,2,Medium/Medium,Lean,,RES
224216,Puck Postma,17,180,70,Netherlands,Go Ahead Eagles,57,68,0,0,Right,2,Medium/Medium,Normal,,SUB
224231,Alfonso Emilio Sánchez Castillo,20,182,72,Mexico,Club América,57,68,0,0,Right,2,High/Medium,Normal,,RES
224656,Temitayo Olufisayo Olaoluwa Aina,17,175,65,England,Chelsea,57,68,0,0,Right,2,High/Medium,Normal,,RES
224877,Diego Armando Montiel,18,169,70,Argentina,Atlético de Rafaela,57,68,0,0,Left,2,Medium/Medium,Lean,,SUB
225389,Marcos Pinto,20,173,74,Argentina,Club Atlético Lanús,57,68,0,0,Left,2,Low/Medium,Normal,,RES
201484,Patrick McEleney,21,180,84,Northern Ireland,Derry City,57,67,0,0,Right,2,Medium/Medium,Lean,,RM
202062,Philip Sparrdal-Mantilla,20,187,84,Sweden,Djurgårdens IF,57,67,0,0,Right,2,Medium/Medium,Normal,,SUB
203415,Jake Reeves,21,170,70,England,Swindon Town,57,67,0,0,Right,2,Medium/Medium,Lean,,SUB
207828,Cole Stockton,20,186,75,England,Tranmere Rovers,57,67,0,0,Right,2,Medium/Low,Lean,,ST
208842,Christian Dibble,20,193,88,Wales,Barnsley,57,67,0,0,Right,1,Medium/Medium,Normal,,SUB
210245,Marco Larsen,21,180,70,Denmark,FC Midtjylland,57,67,0,0,Right,2,Medium/Medium,Lean,,ST
210966,Zaine Francis-Angol,21,173,77,Antigua & Barbuda,Motherwell,57,67,0,0,Left,3,High/Medium,Normal,,SUB
211221,Martin Boyle,21,178,70,Scotland,Dundee FC,57,67,0,0,Right,3,Medium/Medium,Lean,,SUB
212255,Sixten Mohlin,18,187,75,Sweden,Malmö FF,57,67,0,0,Right,1,Medium/Medium,Lean,,SUB
213152,Carlton Morris,18,185,85,England,Oxford United,57,67,0,0,Right,2,Medium/Medium,Normal,,SUB
213499,Martin Falkeborn,21,182,80,Sweden,IF Brommapojkarna,57,67,0,0,Right,2,Medium/Medium,Normal,,RB
213725,Lebogang Phiri,19,176,72,South Africa,Brøndby IF,57,67,0,0,Right,2,Medium/Medium,Lean,,SUB
213806,Scott Harrison,20,183,78,England,Hartlepool United,57,67,0,0,Right,2,Medium/Medium,Normal,,RCB
214693,Ángel Muñoz Castro,18,176,66,Chile,Unión Española,57,67,0,0,Right,3,Medium/Medium,Lean,,SUB
215131,Misael Cubillos,18,175,67,Chile,Deportes Iquique,57,67,0,0,Right,3,Medium/Medium,Lean,,SUB
215508,Andrey Ivanov,19,183,73,Russia,Zenit St. Petersburg,57,67,0,0,Right,2,Medium/Medium,Normal,,RES
216245,Luis Cárdenas,20,180,79,Mexico,Monterrey,57,67,0,0,Right,1,Medium/Medium,Normal,,RES
216274,Maik Uhde,20,182,70,Germany,FC Augsburg,57,67,0,0,Right,2,Medium/Medium,Lean,,RES
216394,Gil Giovanni Burón Morales,20,168,63,Mexico,Club América,57,67,0,0,Right,2,High/Medium,Normal,,RES
216818,Mani O'Sullivan,20,182,63,England,West Bromwich Albion,57,67,0,0,Left,2,Medium/Medium,Lean,,RES
219670,Gonzalo Piovi,19,171,69,Argentina,Vélez Sarsfield,57,67,0,0,Left,2,High/Medium,Lean,,RES
219796,Einar Galilea Azaceta,19,185,77,Spain,Deportivo Alavés,57,67,0,0,Left,2,Medium/Medium,Lean,,SUB
220624,Lucas Acosta,19,187,82,Argentina,Belgrano de Córdoba,57,67,0,0,Right,1,Medium/Medium,Lean,,RES
221200,Oliver Oschkenat,20,189,83,Germany,1. FC Union Berlin,57,67,0,0,Left,2,Medium/Medium,Normal,,RES
221670,Hrvoje Miličević,21,192,83,Croatia,Pescara,57,67,0,0,Right,2,High/Medium,Lean,,RES
222210,Néstor Salomé Martínez Rodríguez,21,170,68,Mexico,Club América,57,67,0,0,Right,2,Medium/Medium,Normal,,RES
223503,Juan Cuellar,18,176,71,Argentina,Club Atlético Banfield,57,67,0,0,Right,2,Medium/Medium,Lean,,RES
224000,Daimy Deflem,20,178,68,Belgium,Waasland-Beveren,57,67,0,0,Left,3,Medium/Medium,Normal,,SUB
224021,Oluwaseyi Babajide Ojo,17,177,64,England,Liverpool,57,67,0,0,Left,2,Medium/Medium,Lean,,RES
224065,Domingo Felipe Blanco,19,169,64,Argentina,Club Olimpo,57,67,0,0,Right,3,Medium/Medium,Lean,,SUB
224128,Dimitrios Ferfelis,21,194,88,Germany,PEC Zwolle,57,67,0,0,Right,2,Medium/Medium,Normal,,RES
224150,Javier Alván Salas Salazar,20,177,65,Mexico,Club Tijuana,57,67,0,0,Left,2,Medium/Medium,Lean,,RES
224152,Peterson Silvino da Cruz,21,178,72,Brazil,Santos Laguna,57,67,0,0,Right,2,High/Low,Normal,,RES
224353,Michael Schindele,20,190,85,Germany,1. FC Kaiserslautern,57,67,0,0,Left,2,Medium/Medium,Normal,,RES
224491,Christian Ortag,19,191,82,Germany,FC Ingolstadt 04,57,67,0,0,Right,1,Medium/Medium,Lean,,RES
224844,Eric Andrés Ahumada Escobar,20,184,73,Chile,CD Cobreloa,57,67,0,0,Right,2,Medium/Medium,Normal,,RCB
225288,Diego Venturi,20,169,71,Argentina,Defensa y Justicia,57,67,0,0,Right,3,Medium/Low,Normal,,RES
225405,Santiago Izaguirre,19,185,75,Argentina,Club Atlético Tigre,57,67,0,0,Right,2,Medium/Medium,Lean,,RES
199961,George Bowerman,22,178,67,England,Accrington Stanley,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
202810,Sean McDermott,21,183,81,Republic of Ireland,Sandnes Ulf,57,66,0,0,Right,1,Medium/Medium,Normal,,SUB
203223,Jesse Makarounas,20,179,74,Australia,Melbourne Victory,57,66,0,0,Right,3,Medium/Medium,Normal,,SUB
203753,Daniel  East,22,177,71,England,Portsmouth,57,66,0,0,Right,2,Medium/Medium,Normal,,RES
203853,Maximilian Sax,21,179,70,Austria,FC Admira Wacker Mödling,57,66,0,0,Right,2,Medium/Medium,Lean,,RES
204334,Ioannis Gelios,22,190,76,Greece,FC Augsburg,57,66,0,0,Right,1,Medium/Medium,Lean,,RES
204502,Matt Ingram,20,190,77,England,Wycombe Wanderers,57,66,0,0,Left,1,Medium/Medium,Normal,,GK
204904,Moritz Bauer,22,181,73,Switzerland,Grasshopper Club Zürich,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
205346,Ryan Fredericks,21,173,71,England,Middlesbrough,57,66,0,0,Right,3,High/Medium,Lean,,RES
206217,Henrik Kjelsrud Johansen,21,182,84,Norway,Odds BK,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
206641,Lewis Hornby,20,178,70,England,Northampton Town,57,66,0,0,Right,2,Medium/Medium,Lean,,SUB
209832,Fadil Sido,21,170,65,Burkina Faso,FC Metz,57,66,0,0,Right,2,Medium/Medium,Normal,,RES
210391,Jordan Lussey,19,177,68,England,Liverpool,57,66,0,0,Right,2,Medium/Medium,Lean,,RES
210635,Kortney Hause,18,189,77,England,Gillingham,57,66,0,0,Left,2,Low/Medium,Lean,,LCB
211511,Luke McCullough,20,188,84,Northern Ireland,Doncaster Rovers,57,66,0,0,Right,2,Medium/Medium,Normal,,RCB
212416,Amando Moreno,18,170,66,United States,Club Tijuana,57,66,0,0,Right,2,High/Medium,Lean,,RES
212939,David Douline,21,181,77,France,Évian Thonon Gaillard FC,57,66,0,0,Right,2,Medium/Medium,Normal,,RES
212988,Adam Deja,21,185,82,Poland,Podbeskidzie Bielsko-Biała,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
214058,Luis Fernando Valencia Silgado,21,174,78,Colombia,Envigado FC,57,66,0,0,Right,2,Medium/Medium,Normal,,RES
214876,Jack Marriott,19,174,71,England,Carlisle United,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
219529,Nicolás Agustín Ferreyra,21,193,92,Argentina,Belgrano de Córdoba,57,66,0,0,Right,2,Medium/Medium,Stocky,#Strength,SUB
219666,Simphiwe Mtsweni,20,163,60,South Africa,Kaizer Chiefs,57,66,0,0,Left,2,Medium/Medium,Lean,,RES
219838,Alexis Zárate,20,179,74,Argentina,Independiente,57,66,0,0,Right,2,Medium/Medium,Normal,,RES
220922,Hólmbert Aron Fridjónsson,21,195,85,Iceland,Brøndby IF,57,66,0,0,Left,2,Medium/Medium,Normal,,SUB
221647,김용환 金永焕,21,176,64,Korea Republic,Incheon United FC,57,66,0,0,Right,2,High/High,Lean,,SUB
222286,Gautier Lloris,18,191,83,France,OGC Nice,57,66,0,0,Right,2,Medium/Medium,Lean,,RES
222419,Julián Augusto Marchioni,21,181,78,Argentina,Estudiantes de La Plata,57,66,0,0,Left,2,Medium/Low,Lean,,RES
223699,Alkan Tunca,20,190,80,Germany,Gaziantepspor,57,66,0,0,Right,1,Medium/Medium,Normal,,RES
224212,Richelo  Fecunda,19,180,70,Curacao,ADO Den Haag,57,66,0,0,Right,2,Medium/Medium,Normal,,SUB
225022,Chafik Tigroudja,22,176,67,France,Chamois Niortais Football Club,57,66,0,0,Right,3,Medium/Medium,Normal,,SUB
225403,İrfan Kahveci,18,175,67,Turkey,Gençlerbirliği SK,57,66,0,0,Right,3,Medium/Low,Normal,,SUB
225513,Gabriel Seijas,20,172,71,Argentina,Estudiantes de La Plata,57,66,0,0,Right,3,Medium/Medium,Normal,,RES
193933,Ian McLoughlin,22,194,95,Republic of Ireland,Milton Keynes Dons,57,65,0,0,Right,1,Medium/Medium,Normal,,SUB
193980,Thierry Rua Moutinho,23,178,77,Switzerland,Albacete BP,57,65,0,0,Left,3,Medium/Medium,Normal,,SUB
199769,Marvin Potzmann,20,180,70,Austria,SV Grödig,57,65,0,0,Left,2,Medium/Medium,Lean,,RB
202888,Jake Nicholson,21,183,73,England,AFC Wimbledon,57,65,0,0,Right,2,Medium/Medium,Lean,,SUB
204424,Paul Izzo,19,183,80,Australia,Adelaide United,57,65,0,0,Right,1,Medium/Medium,Normal,,SUB
205361,Liam O'Neil,20,180,80,England,West Bromwich Albion,57,65,0,0,Right,2,Medium/Medium,Lean,,RES
205405,Lorenzo Remedi,23,182,68,Italy,Livorno,57,65,0,0,Right,2,Medium/Medium,Lean,,RES
207998,Danny Ward,21,191,88,Wales,Liverpool,57,65,0,0,Right,1,Medium/Medium,Lean,,RES
208043,Andrey Vasilyev,22,184,74,Russia,Arsenal Tula,57,65,0,0,Right,2,Medium/Medium,Normal,,RES
208138,Papa Moussa M'Bow,22,192,80,Senegal,OGC Nice,57,65,0,0,Right,2,Medium/Medium,Lean,,RES
208364,Clinton Mukoni Mata Pedro Lourenço,21,180,72,Belgium,Sporting de Charleroi,57,65,0,0,Right,2,Medium/Medium,Normal,,RES
208771,Garry Buckley,20,185,75,Republic of Ireland,Cork City,57,65,0,0,Right,2,Medium/Medium,Normal,,SUB
210482,Simon Piesinger,22,194,84,Austria,SK Sturm Graz,57,65,0,0,Right,2,Medium/Medium,Lean,,RDM
210779,Thomas Weber,21,171,66,Austria,FC Admira Wacker Mödling,57,65,0,0,Right,2,Medium/Medium,Normal,,SUB
211245,Marcin Cebula,18,174,60,Poland,Korona Kielce,57,65,0,0,Right,2,Medium/Medium,Lean,,RDM
212683,Jamille Matt,23,189,82,Jamaica,Fleetwood Town,57,65,0,0,Right,2,Medium/Medium,Normal,,SUB
213602,Osvaldo Bosso,20,167,69,Chile,Audax Italiano,57,65,0,0,Right,2,Medium/Medium,Lean,,RES
213740,James Craigen,23,183,72,England,Partick Thistle FC,57,65,0,0,Right,2,Medium/Medium,Lean,,SUB
216800,Juri Cisotti,21,182,70,Italy,Spezia,57,65,0,0,Left,3,High/Medium,Lean,,SUB
219714,Alessandro De Leidi,23,177,72,Italy,Cittadella,57,65,0,0,Right,2,Medium/Medium,Normal,,SUB
220981,Johannes Vall,21,183,82,Sweden,Falkenbergs FF,57,65,0,0,Left,2,Medium/Medium,Normal,,SUB
221013,Carlos Garrido Serrano,20,178,75,Spain,Sevilla FC,57,65,0,0,Right,2,Medium/Medium,Normal,,RES
221379,Juan Sebastián Herrera Sanabria,19,178,71,Colombia,Alianza Petrolera,57,65,0,0,Right,2,High/Low,Normal,,SUB
221685,Pedro Nezio de Aravio Lopes Ribeiro,24,193,94,Brazil,Philadelphia Union,57,65,0,0,Left,3,Medium/Medium,Lean,,ST
222442,Seul Ki Kim,21,174,69,Korea Republic,Gyeongnam FC,57,65,0,0,Right,2,High/Medium,Lean,,SUB
223679,Tim Rieder,20,186,73,Germany,FC Augsburg,57,65,0,0,Right,2,Medium/Medium,Lean,,RES
223848,Sergej Milinković-Savić,19,192,82,Serbia,KRC Genk,57,65,0,0,Right,2,Medium/Medium,Normal,,SUB
224151,Henry Josué Martín Mex,21,165,55,Mexico,Club Tijuana,57,65,0,0,Right,2,High/Low,Normal,,SUB
224278,Stelios Pozatzidis,20,186,76,Greece,PAOK,57,65,0,0,Left,2,Low/High,Normal,,RES
224290,Kevin Benítez León,19,181,75,Colombia,Boyacá Chicó FC,57,65,0,0,Right,3,Medium/Low,Lean,,SUB
224403,Gabriel Gustavo Alanís,20,186,73,Argentina,Belgrano de Córdoba,57,65,0,0,Left,2,Medium/Low,Lean,,RES
224513,Eduardo Báez,20,182,77,Argentina,Gimnasia y Esgrima La Plata,57,65,0,0,Right,2,Medium/Medium,Normal,,RES
224590,Jessy Benet,19,186,75,France,Dijon FCO,57,65,0,0,Right,2,Medium/Medium,Lean,,SUB
224745,Serhan Yılmaz,19,179,72,Turkey,Gaziantepspor,57,65,0,0,Right,2,Low/Low,Normal,,RES
224803,Giovanni Foresta,18,167,57,Italy,Crotone,57,65,0,0,Right,3,High/Medium,Lean,#Acrobat,RES
224843,José Manuel Ruiz Carrasco,19,175,70,Spain,Albacete BP,57,65,0,0,Right,3,High/Medium,Lean,,RES
224894,Alejandro Gutiérrez Mozo,19,165,58,Spain,CD Leganés,57,65,0,0,Right,3,High/Medium,Lean,,RES
225060,Motaz Hawsawi,22,179,76,Saudi Arabia,Al Ahli,57,65,0,0,Right,2,Medium/Medium,Lean,,LCB
225186,Yannick Reuten,19,185,75,Belgium,Club Brugge KV,57,65,0,0,Right,2,Medium/Medium,Normal,,RES
225197,Jorge Hernández Diéguez,22,168,63,Spain,Real Valladolid CF,57,65,0,0,Right,3,High/Medium,Normal,,RES
189854,Kieran Stephen Djilali,23,178,84,England,Limerick FC,57,64,0,0,Right,3,Medium/Medium,Normal,,RM
190945,Mark Gundelach,22,180,74,Denmark,FC Nordsjælland,57,64,0,0,Right,2,High/Medium,Lean,,SUB
193588,Sergey Khizhnichenko,22,187,81,Kazakhstan,Korona Kielce,57,64,0,0,Right,3,Medium/Medium,Normal,,SUB
194666,Lorenz Höbarth,22,184,84,Austria,SV Ried,57,64,0,0,Right,1,Medium/Medium,Normal,,SUB
198132,David Oberhauser,23,186,82,France,FC Metz,57,64,0,0,Right,1,Medium/Medium,Normal,,RES
198457,Will Hatfield,22,173,64,England,Accrington Stanley,57,64,0,0,Right,2,Medium/Medium,Lean,,SUB
198543,Aaron Greene,24,180,73,Republic of Ireland,St. Patrick's Athletic,57,64,0,0,Left,3,Medium/Medium,Normal,,SUB
199807,Andrea Bavena,24,188,70,Italy,Avellino,57,64,0,0,Right,1,Medium/Medium,Lean,,SUB
200140,James Rowe,22,180,65,England,Tranmere Rovers,57,64,0,0,Right,2,Medium/Medium,Lean,,SUB
200385,Lee Lucas,22,180,74,Wales,Swansea City,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
200667,Max Power,20,181,77,England,Tranmere Rovers,57,64,0,0,Right,2,High/Medium,Normal,,LCM
203416,Luke Norris 'Hacker',21,182,80,England,Gillingham,57,64,0,0,Right,2,Medium/Medium,Normal,,LS
203841,Nick Pope,22,192,76,England,Charlton Athletic,57,64,0,0,Right,1,Medium/Medium,Lean,,SUB
205152,Antonio Meola,24,181,77,Italy,Livorno,57,64,0,0,Right,2,Medium/Medium,Normal,,RB
205352,Jordan  Archer,21,191,80,Scotland,Northampton Town,57,64,0,0,Right,1,Medium/Medium,Normal,,GK
206332,Gearóid Morrissey,22,182,81,Republic of Ireland,Cork City,57,64,0,0,Right,2,Medium/Medium,Normal,,LCM
206643,허범산 Beom San Heo,24,180,70,Korea Republic,Jeju United FC,57,64,0,0,Left,2,High/Medium,Normal,,SUB
208485,Lalrindika Ralte,21,173,71,India,India,57,64,0,0,Left,3,High/Low,Lean,,
208992,Saleh Saad Al Qumayzi,22,175,70,Saudi Arabia,Al Ittihad,57,64,0,0,Right,2,High/Medium,Normal,,RB
209303,Jake Goodman,20,189,72,England,Millwall,57,64,0,0,Right,2,Low/Medium,Normal,,RES
209763,Hagi Gligor,19,168,60,Australia,Sydney FC,57,64,0,0,Right,2,Medium/Medium,Lean,,SUB
209840,Julian Jeanvier,21,184,83,France,Royal Excel Mouscron,57,64,0,0,Right,2,Medium/Medium,Normal,,SUB
209849,Ebrima Bojang,22,194,87,Gambia,AS Saint-Étienne,57,64,0,0,Right,2,Medium/Medium,Lean,,RES
210446,Igor Lambarschi,21,178,65,Russia,FC Ural Yekaterinburg,57,64,0,0,Right,3,Medium/Medium,Lean,,SUB
210470,Michael Berger,23,184,75,Austria,Wolfsberger AC,57,64,0,0,Right,2,Low/Medium,Lean,,SUB
211057,Pablo Valcarce Vidal,21,175,70,Spain,CD Numancia,57,64,0,0,Left,3,Medium/Medium,Normal,,RES
211166,Jack Whatmough,18,184,66,England,Portsmouth,57,64,0,0,Right,2,Low/Medium,Lean,,LCB
211276,Daniel Santa Moreno,22,175,75,Colombia,Alianza Petrolera,57,64,0,0,Right,2,Low/High,Normal,,LCM
211747,Onur Çenik,21,185,77,Turkey,Kardemir Karabükspor,57,64,0,0,Right,2,Medium/Medium,Lean,,RES
212350,Loïs Diony,21,183,82,France,Dijon FCO,57,64,0,0,Right,2,Medium/Low,Normal,,SUB
214284,Cristian Javier Magaña Leyton,23,179,74,Chile,CD Universidad de Concepción,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
215184,Federico Vázquez,21,181,82,Argentina,Vélez Sarsfield,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
215938,Marc Dal Hende,23,179,76,Denmark,FC Vestsjælland,57,64,0,0,Left,2,Medium/Medium,Stocky,,RCM
216250,Ruben Lucas,19,196,86,Netherlands,Go Ahead Eagles,57,64,0,0,Right,1,Medium/Medium,Lean,,SUB
216812,Christopher Meneses Barrantes,24,179,74,Costa Rica,IFK Norrköping,57,64,0,0,Left,2,High/Medium,Normal,,LB
217730,Stephan Zwierschitz,23,183,75,Austria,FC Admira Wacker Mödling,57,64,0,0,Right,2,Medium/Medium,Normal,,RB
217842,Mirko Schuster,19,187,80,Germany,Karlsruher SC,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
217998,Cristian Daniel Arango Duque,19,180,78,Colombia,Envigado FC,57,64,0,0,Right,3,Medium/Medium,Normal,,SUB
218311,Jodel Dossou,22,173,68,Benin,FC Red Bull Salzburg,57,64,0,0,Right,3,Medium/Medium,Normal,,SUB
219458,David Wheeler,23,180,76,England,Exeter City,57,64,0,0,Right,2,High/High,Normal,,CAM
219717,Yony González,19,180,79,Colombia,Envigado FC,57,64,0,0,Right,2,Medium/Medium,Normal,,LCM
220533,Felice Gaetano,18,180,75,Italy,Napoli,57,64,0,0,Right,3,Medium/Medium,Normal,,RES
221435,José Alberto García Collazo,19,180,77,Mexico,Club Tijuana,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
221505,Sean Okoli,21,185,82,United States,Seattle Sounders FC,57,64,0,0,Right,3,High/Low,Lean,,SUB
221626,Damion Lowe,21,191,78,Jamaica,Seattle Sounders FC,57,64,0,0,Right,2,Medium/Medium,Lean,,RES
221646,Peter Bosz,21,180,70,Netherlands,Vitesse,57,64,0,0,Right,2,Medium/Medium,Lean,,SUB
221677,Giovanny Martínez Cortés,24,176,74,Colombia,Alianza Petrolera,57,64,0,0,Right,2,Medium/Medium,Normal,,SUB
221719,Victor Muñoz Martianez,23,170,72,Spain,Sporting Kansas City,57,64,0,0,Left,4,Medium/Low,Lean,,RES
222042,Kingsley  Mensah Baiden,22,170,68,Ghana,Columbus Crew SC,57,64,0,0,Right,2,Medium/High,Lean,,RES
222379,Fernando David Arce Juárez,17,181,77,United States,Club Tijuana,57,64,0,0,Right,2,Medium/High,Normal,,RES
222408,Ignacio Porcar Sanz,21,182,71,Spain,Elche CF,57,64,0,0,Right,2,Medium/Medium,Lean,,RES
222467,Iván López Álvarez,20,174,74,Spain,Getafe CF,57,64,0,0,Right,3,Medium/Medium,Normal,,SUB
222820,Esteban Salles,20,187,78,France,Tours FC,57,64,0,0,Right,1,Medium/Medium,Stocky,,GK
223150,Lionel M'Pasi,19,180,75,France,Toulouse Football Club,57,64,0,0,Right,1,Medium/Medium,Normal,,RES
223417,Tugay Kaya,19,182,77,Turkey,Beşiktaş JK,57,64,0,0,Right,2,Medium/Medium,Normal,,RES
223423,Selçuk Kaban,23,170,67,Turkey,Balıkesirspor,57,64,0,0,Right,2,Medium/High,Normal,,RES
223633,Leart Paqarada,19,184,76,Albania,SV Sandhausen,57,64,0,0,Left,2,High/Medium,Normal,,SUB
224219,Rick Hemmink,21,180,70,Netherlands,Heracles Almelo,57,64,0,0,Right,2,Medium/Medium,Lean,,RES
224267,Fabio Strauss,19,195,84,Austria,SV Grödig,57,64,0,0,Right,2,Medium/Medium,Normal,,SUB
224396,Yeimar Pastor Gómez Andrade,22,187,92,Colombia,Rosario Central,57,64,0,0,Right,2,Low/Medium,Stocky,#Strength,RES
224508,Leonardo Mancuso,22,182,73,Italy,Cittadella,57,64,0,0,Left,3,High/Low,Lean,,SUB
224511,Ezequiel Augusto Bonifacio,20,170,70,Argentina,Gimnasia y Esgrima La Plata,57,64,0,0,Right,2,Medium/Medium,Normal,,SUB
225388,Ángel Ovejero Martínez,19,182,72,Spain,Levante UD,57,64,0,0,Right,1,Medium/Medium,Lean,,RES
225515,Bhyron Oyarzo,19,172,62,Chile,AC Barnechea,57,64,0,0,Right,2,Medium/Medium,Lean,,SUB
183401,Sascha Studer,22,188,85,Switzerland,Mansfield Town,57,63,0,0,Right,1,Medium/Medium,Lean,,SUB
184282,Robert Lainton,24,194,75,England,Bury,57,63,0,0,Right,1,Medium/Medium,Normal,,GK
189314,Andrew Boyce,24,190,80,England,Scunthorpe United,57,63,0,0,Right,2,Medium/Medium,Normal,,SUB
190962,Tom Aldred,23,188,84,Scotland,Accrington Stanley,57,63,0,0,Right,2,Medium/Medium,Normal,,RCB
198326,Hampus Nilsson,23,190,93,Sweden,Djurgårdens IF,57,63,0,0,Right,1,Medium/Medium,Normal,,SUB
198480,Kieran 'Marty' Waters,24,175,74,Republic of Ireland,Shamrock Rovers,57,63,0,0,Left,2,High/Medium,Lean,,LM
198841,Jonathan De Amo Pérez,24,190,81,Spain,RC Celta,57,63,0,0,Right,2,Medium/Medium,Lean,,RES
199891,Christopher Routis,24,186,84,France,Bradford City,57,63,0,0,Right,2,Low/High,Normal,,LCB
200464,Miguel Montaño,23,180,74,Colombia,Quilmes Atlético Club,57,63,0,0,Right,3,Medium/Medium,Lean,,RES
202633,Sava  Miladinovic Bento,23,179,72,Portugal,FC Luzern,57,63,0,0,Right,3,Medium/Medium,Lean,,SUB
203310,Chris Harold,21,176,78,Australia,Perth Glory,57,63,0,0,Right,2,Medium/Low,Normal,,SUB
203877,Darren Maatsen,24,183,71,Netherlands,Ross County FC,57,63,0,0,Right,3,Medium/Medium,Lean,#Speedster,SUB
205538,Joshua Philip Pritchard,21,175,71,Wales,Gillingham,57,63,0,0,Right,2,Medium/Medium,Normal,,SUB
206090,Sean McGinty,20,183,74,Republic of Ireland,Rochdale,57,63,0,0,Left,2,Medium/Medium,Lean,,SUB
207545,Jin Gi Hong,23,182,82,Korea Republic,Jeonnam Dragons,57,63,0,0,Left,2,Low/High,Normal,,SUB
207668,Hunter Jumper,25,188,79,United States,Chicago Fire,57,63,0,0,Left,2,Medium/Medium,Lean,,RES
210659,Julian Baumgartner,19,177,73,Austria,SV Ried,57,63,0,0,Right,2,Medium/Medium,Normal,,SUB
213209,Kellyn Acosta,18,178,68,United States,FC Dallas,57,63,0,0,Right,2,Medium/High,Lean,,SUB
213532,Daniel Withrow,24,185,80,United States,Portland Timbers,57,63,0,0,Right,1,Medium/Medium,Normal,,RES
213831,Ronald Damián González Tabilo,23,168,61,Chile,CD Antofagasta,57,63,0,0,Left,3,High/Medium,Lean,,LM
213901,Abdullah Mohammed Madu,20,186,77,Saudi Arabia,Al Nassr,57,63,0,0,Left,2,Low/Medium,Lean,,SUB
215285,Daniel Carr,20,180,77,England,Huddersfield Town,57,63,0,0,Right,2,High/Low,Lean,,RES
216213,Ryan O'Reilly,18,182,75,Republic of Ireland,Stoke City,57,63,0,0,Left,2,Medium/Medium,Normal,,RES
216333,Yoel Sola Cariñanos,22,185,77,Spain,CA Osasuna,57,63,0,0,Right,4,Medium/Low,Normal,,RES
216517,Daan Rienstra,21,175,65,Netherlands,Heracles Almelo,57,63,0,0,Right,2,Medium/Medium,Lean,,RES
216646,Najib Gandi,20,187,72,France,FC Nantes,57,63,0,0,Right,3,Medium/Low,Lean,,RES
219822,Tomislav Saric,24,186,80,Croatia,Crotone,57,63,0,0,Left,2,Medium/Medium,Normal,,SUB
221087,Pau López Sabata,19,188,72,Spain,RCD Espanyol,57,63,0,0,Right,1,Medium/Medium,Lean,,SUB
221504,Aaron Kovar,20,178,70,United States,Seattle Sounders FC,57,63,0,0,Left,3,Medium/Medium,Lean,,RES
221696,Thomas McNamara,23,175,77,United States,Chivas USA,57,63,0,0,Right,3,Medium/Low,Lean,,RES
222456,Charlie Ward,19,177,74,England,Stoke City,57,63,0,0,Right,2,Medium/Medium,Normal,,RES
222514,Freddie Woodman,17,186,77,England,Hartlepool United,57,63,0,0,Right,1,Medium/Medium,Lean,,SUB
222643,Jordan Silva,19,190,78,Mexico,Deportivo Toluca,57,63,0,0,Right,2,Low/High,Lean,,RCB
223238,Favio Segovia,25,187,82,Argentina,Club Atlético Banfield,57,63,0,0,Right,2,Low/High,Normal,,RES
223404,Alex Fisher,24,191,80,England,Mansfield Town,57,63,0,0,Right,2,High/Medium,Normal,,SUB
223740,Iñigo Eguaras Álvarez,22,182,76,Spain,CE Sabadell FC,57,63,0,0,Right,2,Medium/Medium,Normal,,SUB
223894,Darijo Pecirep,22,188,88,Croatia,SCR Altach,57,63,0,0,Right,2,Medium/Medium,Normal,,ST
224039,Ismael Mohammedjammui Al Maghrabi,23,175,75,Saudi Arabia,Al Taawoun,57,63,0,0,Right,3,Medium/Medium,Normal,,SUB
224101,Ulises Ignacio Jaimes Huerta,18,172,62,Mexico,Monarcas Morelia,57,63,0,0,Right,2,Medium/Low,Lean,,RES
224130,Josh Vickers,18,183,72,England,Arsenal,57,63,0,0,Right,1,Medium/Medium,Lean,,RES
224139,Jorge Maximiliano Piris,23,165,61,Argentina,CD Palestino,57,63,0,0,Right,3,High/Medium,Normal,,SUB
224154,Santiago José Adolfo Altamira Vázquez,22,180,74,Mexico,Monarcas Morelia,57,63,0,0,Right,2,Low/Medium,Lean,,RES
